TOA5,CR1000_soil,CR1000,43125,CR1000.Std.22,CPU:Soil_sensors.CR1,4927,Soil,,,,,,,,
TIMESTAMP,RECORD,VW_Avg,VW_2_Avg,VW_3_Avg,Temp_C_Avg,Temp_C_2_Avg,Temp_C_3_Avg,Temp_C_4_Avg,PTemp_C_Avg,shf_Avg,shf_2_Avg,Batt_Volt_Avg,PA_uS_Avg,PA_uS_2_Avg,PA_uS_3_Avg
TS,RN,,,,Deg C,Deg C,Deg C,Deg C,Deg C,W/m^2,W/m^2,Volts,uSec,uSec,uSec
,,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
2012-04-18 08:00:00,1451,0.109,0.736,0.96,21.09,21.68,25.69,27.07,25.86,50.28292,26.76895,12.58,20.94,38.65,43.06
2012-04-18 08:30:00,1452,0.11,0.734,0.96,24.01,22.38,25.48,26.92,28.97,88.34357,62.26245,12.54,20.99,38.61,43.05
2012-04-18 09:00:00,1453,0.111,0.732,0.959,26.91,23.45,25.36,26.75,31.07,107.5652,85.65886,12.51,21.06,38.57,43.03
2012-04-18 09:30:00,1454,0.113,0.731,0.958,29.57,24.63,25.33,26.59,32.6,155.5533,116.1977,12.45,21.13,38.55,43.02
2012-04-18 10:00:00,1455,0.115,0.73,0.958,32.72,26.02,25.35,26.38,34.67,153.1599,135.7868,12.49,21.2,38.54,43.01
2012-04-18 10:30:00,1456,0.117,0.731,0.957,35.78,27.72,25.48,26.2,36.07,164.5627,155.5676,12.48,21.29,38.55,43.01
2012-04-18 11:00:00,1457,0.119,0.732,0.957,37.66,29.32,25.71,26.08,37.18,231.7719,140.7163,12.46,21.37,38.57,43
2012-04-18 11:30:00,1458,0.12,0.734,0.957,40.18,30.8,26,25.94,38.06,243.9393,172.1197,12.45,21.43,38.62,42.99
2012-04-18 12:00:00,1459,0.122,0.737,0.956,42.94,32.52,26.4,25.89,39.55,249.0798,183.0609,12.43,21.51,38.68,42.99
2012-04-18 12:30:00,1460,0.124,0.741,0.956,45.14,34.17,26.91,25.93,41.72,252.2382,186.2185,12.39,21.59,38.75,42.98
2012-04-18 13:00:00,1461,0.126,0.745,0.956,46.93,35.68,27.48,26.04,42.89,242.0306,181.7212,12.44,21.67,38.84,42.99
2012-04-18 13:30:00,1462,0.127,0.749,0.957,47.91,36.97,28.12,26.18,43.99,217.0032,166.4314,12.43,21.72,38.93,42.99
2012-04-18 14:00:00,1463,0.128,0.754,0.957,48.43,38.12,28.71,26.33,44.28,192.2018,149.8107,12.41,21.76,39.03,42.99
2012-04-18 14:30:00,1464,0.129,0.759,0.957,48.87,39.05,29.35,26.57,45.33,192.1544,139.4846,12.4,21.79,39.13,43
2012-04-18 15:00:00,1465,0.129,0.764,0.958,49.07,39.85,29.93,26.8,46.18,163.1382,124.5746,12.41,21.81,39.23,43.01
2012-04-18 15:30:00,1466,0.129,0.769,0.958,48.7,40.45,30.49,27.07,46.17,133.3236,104.744,12.37,21.82,39.33,43.02
2012-04-18 16:00:00,1467,0.129,0.773,0.959,47.94,40.78,31.08,27.41,45.53,97.90975,79.24969,12.42,21.81,39.43,43.04
2012-04-18 16:30:00,1468,0.129,0.778,0.96,46.46,40.72,31.71,27.83,43.45,62.59601,50.2564,12.42,21.79,39.51,43.05
2012-04-18 17:00:00,1469,0.128,0.781,0.961,44.78,40.51,32.19,28.22,41.48,35.32206,24.96014,12.43,21.76,39.59,43.07
2012-04-18 17:30:00,1470,0.127,0.785,0.962,42.88,39.97,32.64,28.61,39.9,-2.079796,0.9521377,12.44,21.71,39.66,43.08
2012-04-18 18:00:00,1471,0.126,0.788,0.963,40.62,39.11,33.01,28.98,37.72,-19.26724,-20.98167,12.45,21.66,39.72,43.1
2012-04-18 18:30:00,1472,0.124,0.79,0.963,38.45,38.16,33.41,29.42,34.99,-64.26266,-42.95407,12.41,21.6,39.76,43.12
2012-04-18 19:00:00,1473,0.123,0.792,0.964,36.12,37.12,33.47,29.78,32.38,-71.85262,-52.91654,12.47,21.54,39.8,43.13
2012-04-18 19:30:00,1474,0.121,0.792,0.965,34.18,36.02,33.49,30.01,30.37,-76.99466,-58.38265,12.41,21.48,39.81,43.14
2012-04-18 20:00:00,1475,0.12,0.793,0.966,32.51,34.98,33.44,30.18,28.38,-83.23345,-62.55411,12.39,21.43,39.82,43.16
2012-04-18 20:30:00,1476,0.119,0.792,0.966,31.04,33.99,33.29,30.35,26.63,-84.81865,-65.06375,12.41,21.38,39.81,43.17
2012-04-18 21:00:00,1477,0.118,0.792,0.967,29.74,33.05,33.08,30.48,25.13,-84.81559,-65.95318,12.42,21.33,39.8,43.18
2012-04-18 21:30:00,1478,0.117,0.791,0.967,28.72,32.2,32.82,30.55,24.39,-76.52689,-62.2347,12.39,21.29,39.78,43.19
2012-04-18 22:00:00,1479,0.116,0.789,0.968,27.88,31.45,32.57,30.59,24.17,-75.81935,-61.52795,12.44,21.25,39.75,43.2
2012-04-18 22:30:00,1480,0.115,0.787,0.968,27.09,30.76,32.24,30.59,23.52,-78.52193,-62.06351,12.45,21.22,39.71,43.2
2012-04-18 23:00:00,1481,0.115,0.786,0.968,26.25,30.09,31.94,30.58,22.74,-78.38913,-62.18261,12.46,21.19,39.67,43.21
2012-04-18 23:30:00,1482,0.114,0.784,0.968,25.64,29.46,31.62,30.51,22.6,-71.40157,-59.21,12.46,21.16,39.63,43.21
2012-04-19 00:00:00,1483,0.113,0.782,0.968,25.03,28.9,31.33,30.46,22.04,-75.93018,-59.40917,12.46,21.14,39.59,43.21
2012-04-19 00:30:00,1484,0.113,0.779,0.968,24.36,28.35,31.03,30.38,21.19,-75.16026,-58.94085,12.43,21.11,39.55,43.21
2012-04-19 01:00:00,1485,0.112,0.777,0.968,23.76,27.82,30.69,30.28,20.45,-75.79485,-59.25782,12.49,21.09,39.5,43.21
2012-04-19 01:30:00,1486,0.112,0.775,0.968,23.24,27.34,30.37,30.17,19.84,-72.298,-58.00074,12.5,21.07,39.46,43.21
2012-04-19 02:00:00,1487,0.111,0.773,0.968,22.89,26.88,30.04,30.01,20.17,-68.60516,-54.65874,12.5,21.05,39.41,43.2
2012-04-19 02:30:00,1488,0.111,0.77,0.968,22.36,26.45,29.76,29.91,19.44,-76.60761,-58.16196,12.5,21.03,39.36,43.2
2012-04-19 03:00:00,1489,0.11,0.768,0.968,21.77,26.02,29.44,29.76,18.38,-76.80173,-59.08401,12.52,21.01,39.32,43.2
2012-04-19 03:30:00,1490,0.11,0.766,0.967,21.28,25.56,29.15,29.63,17.85,-73.78527,-56.9249,12.48,20.99,39.27,43.19
2012-04-19 04:00:00,1491,0.109,0.763,0.967,20.86,25.12,28.89,29.5,17.62,-73.72916,-56.90335,12.54,20.97,39.22,43.19
2012-04-19 04:30:00,1492,0.109,0.761,0.967,20.45,24.72,28.62,29.34,17.38,-73.79758,-56.66451,12.55,20.95,39.17,43.18
2012-04-19 05:00:00,1493,0.109,0.759,0.967,20.09,24.35,28.3,29.17,17.15,-70.98463,-55.22586,12.55,20.93,39.12,43.17
2012-04-19 05:30:00,1494,0.108,0.756,0.966,19.81,24.01,28.03,29,17.38,-69.70675,-53.54076,12.55,20.92,39.08,43.17
2012-04-19 06:00:00,1495,0.108,0.754,0.966,19.46,23.7,27.7,28.81,16.99,-70.32594,-53.88527,12.55,20.9,39.03,43.16
2012-04-19 06:30:00,1496,0.108,0.752,0.966,19.19,23.36,27.44,28.65,16.59,-60.64703,-49.02329,12.51,20.89,39,43.16
2012-04-19 07:00:00,1497,0.107,0.75,0.965,19.24,22.98,27.2,28.48,19.07,-37.40691,-43.00257,12.54,20.88,38.95,43.15
2012-04-19 07:30:00,1498,0.107,0.748,0.965,20.22,22.77,26.94,28.26,23.93,12.30626,-14.98559,12.5,20.89,38.9,43.14
2012-04-19 08:00:00,1499,0.108,0.746,0.964,22.49,22.91,26.73,28.03,27.27,50.05208,28.24862,12.46,20.92,38.85,43.13
2012-04-19 08:30:00,1500,0.109,0.743,0.964,25.27,23.59,26.53,27.88,30.03,86.69638,61.71195,12.43,20.97,38.81,43.12
2012-04-19 09:00:00,1501,0.111,0.742,0.963,28.14,24.6,26.42,27.71,32.21,119.3946,87.8806,12.41,21.03,38.77,43.11
2012-04-19 09:30:00,1502,0.112,0.741,0.963,31.1,25.84,26.34,27.47,34.47,161.716,119.4354,12.35,21.1,38.75,43.1
2012-04-19 10:00:00,1503,0.114,0.74,0.962,34.06,27.28,26.4,27.31,36.35,165.0652,133.8087,12.37,21.18,38.74,43.09
2012-04-19 10:30:00,1504,0.116,0.741,0.962,36.75,28.94,26.56,27.15,37.38,155.6262,145.9651,12.37,21.25,38.76,43.08
2012-04-19 11:00:00,1505,0.118,0.742,0.961,38.49,30.36,26.8,27.04,38.02,221.3679,135.503,12.36,21.32,38.78,43.08
2012-04-19 11:30:00,1506,0.119,0.744,0.961,40.88,31.77,27.11,26.96,38.8,238.7473,164.8557,12.35,21.38,38.83,43.07
2012-04-19 12:00:00,1507,0.121,0.747,0.961,43.57,33.36,27.46,26.87,39.89,242.3521,177.5583,12.34,21.45,38.88,43.07
2012-04-19 12:30:00,1508,0.123,0.75,0.961,45.72,35.02,27.92,26.9,41.91,233.8985,180.0278,12.3,21.53,38.95,43.07
2012-04-19 13:00:00,1509,0.124,0.754,0.961,47.19,36.41,28.48,26.99,43.17,220.2659,170.2544,12.33,21.6,39.03,43.07
2012-04-19 13:30:00,1510,0.125,0.758,0.961,48.01,37.61,29.09,27.16,43.56,202.2499,155.779,12.33,21.65,39.11,43.07
2012-04-19 14:00:00,1511,0.126,0.763,0.961,48.52,38.68,29.66,27.33,43.76,176.1301,139.9382,12.33,21.68,39.2,43.07
2012-04-19 14:30:00,1512,0.127,0.767,0.962,48.47,39.52,30.25,27.56,43.7,157.932,122.0547,12.33,21.7,39.3,43.08
2012-04-19 15:00:00,1513,0.127,0.772,0.962,48.41,40.11,30.81,27.77,44.15,135.4123,107.5385,12.33,21.72,39.39,43.09
2012-04-19 15:30:00,1514,0.127,0.776,0.963,47.98,40.54,31.35,28.04,44.17,101.1644,84.7766,12.29,21.72,39.49,43.1
2012-04-19 16:00:00,1515,0.127,0.78,0.963,47.05,40.78,31.88,28.37,43.47,84.77191,66.72137,12.32,21.71,39.57,43.11
2012-04-19 16:30:00,1516,0.126,0.784,0.964,45.79,40.72,32.45,28.76,42.07,47.41697,42.32293,12.33,21.69,39.65,43.13
2012-04-19 17:00:00,1517,0.126,0.788,0.965,44.11,40.41,32.91,29.16,39.85,16.79133,16.94541,12.34,21.65,39.72,43.14
2012-04-19 17:30:00,1518,0.124,0.791,0.966,42.21,39.83,33.26,29.48,38.38,-7.868565,-4.59749,12.35,21.61,39.78,43.16
2012-04-19 18:00:00,1519,0.123,0.793,0.966,40.12,39.06,33.64,29.85,36.36,-40.28057,-25.52005,12.35,21.56,39.83,43.17
2012-04-19 18:30:00,1520,0.122,0.795,0.967,37.74,38.06,33.85,30.23,33.67,-60.04264,-44.50465,12.32,21.5,39.87,43.19
2012-04-19 19:00:00,1521,0.121,0.797,0.968,35.85,37.03,33.91,30.51,32.1,-64.57732,-49.56341,12.37,21.45,39.9,43.2
2012-04-19 19:30:00,1522,0.119,0.797,0.968,34.19,36.04,33.93,30.71,30.8,-69.52722,-55.09413,12.38,21.39,39.9,43.21
2012-04-19 20:00:00,1523,0.118,0.797,0.969,32.74,35.09,33.83,30.83,29.62,-70.7333,-57.10471,12.39,21.34,39.9,43.22
2012-04-19 20:30:00,1524,0.117,0.796,0.969,31.58,34.18,33.66,30.95,28.8,-67.48459,-56.1534,12.4,21.3,39.89,43.23
2012-04-19 21:00:00,1525,0.116,0.796,0.97,30.58,33.41,33.47,31.07,27.94,-70.2565,-56.58446,12.41,21.26,39.88,43.24
2012-04-19 21:30:00,1526,0.115,0.795,0.97,29.68,32.7,33.24,31.13,27.07,-64.70667,-54.18303,12.37,21.23,39.86,43.24
2012-04-19 22:00:00,1527,0.115,0.793,0.971,28.95,32,32.94,31.13,26.68,-62.76338,-52.79287,12.42,21.2,39.83,43.25
2012-04-19 22:30:00,1528,0.114,0.792,0.971,28.31,31.4,32.68,31.13,26.24,-63.04369,-52.10833,12.43,21.17,39.8,43.26
2012-04-19 23:00:00,1529,0.113,0.79,0.971,27.7,30.86,32.41,31.12,25.67,-62.33978,-51.4714,12.44,21.14,39.76,43.26
2012-04-19 23:30:00,1530,0.113,0.788,0.971,27.2,30.36,32.12,31.07,25.47,-59.02694,-48.96794,12.45,21.12,39.72,43.26
2012-04-20 00:00:00,1531,0.112,0.786,0.971,26.64,29.89,31.87,31.02,24.58,-65.75571,-50.87044,12.46,21.1,39.69,43.26
2012-04-20 00:30:00,1532,0.112,0.784,0.971,25.97,29.42,31.59,30.95,23.55,-64.79012,-51.67918,12.42,21.08,39.65,43.26
2012-04-20 01:00:00,1533,0.111,0.782,0.971,25.47,28.92,31.3,30.83,23.15,-61.82094,-50.48893,12.47,21.06,39.61,43.26
2012-04-20 01:30:00,1534,0.111,0.78,0.971,25.08,28.5,31.02,30.72,22.99,-62.0881,-48.97987,12.47,21.04,39.57,43.26
2012-04-20 02:00:00,1535,0.111,0.778,0.971,24.51,28.1,30.78,30.65,22.06,-70.75821,-53.15965,12.49,21.02,39.53,43.25
2012-04-20 02:30:00,1536,0.11,0.776,0.971,23.86,27.63,30.5,30.54,20.95,-71.40996,-54.55723,12.5,21,39.48,43.25
2012-04-20 03:00:00,1537,0.11,0.774,0.971,23.36,27.18,30.27,30.44,20.25,-70.16602,-53.97194,12.54,20.98,39.44,43.25
2012-04-20 03:30:00,1538,0.109,0.772,0.97,22.91,26.76,29.99,30.3,19.87,-65.78545,-51.41852,12.49,20.96,39.4,43.24
2012-04-20 04:00:00,1539,0.109,0.77,0.97,22.55,26.37,29.7,30.14,19.87,-66.49506,-51.3319,12.54,20.95,39.36,43.24
2012-04-20 04:30:00,1540,0.109,0.768,0.97,22.16,26.01,29.45,30.04,19.6,-67.51092,-51.77992,12.55,20.93,39.31,43.23
2012-04-20 05:00:00,1541,0.108,0.766,0.969,21.7,25.62,29.2,29.89,19.01,-69.80146,-52.84547,12.56,20.91,39.27,43.23
2012-04-20 05:30:00,1542,0.108,0.764,0.969,21.27,25.26,28.92,29.75,18.44,-69.50328,-53.02329,12.57,20.9,39.23,43.22
2012-04-20 06:00:00,1543,0.107,0.762,0.969,20.9,24.92,28.66,29.58,18.07,-68.64005,-52.51318,12.57,20.88,39.18,43.22
2012-04-20 06:30:00,1544,0.107,0.76,0.969,20.62,24.59,28.38,29.42,17.86,-58.91952,-47.29995,12.53,20.87,39.16,43.22
2012-04-20 07:00:00,1545,0.107,0.758,0.968,20.63,24.16,28.18,29.28,20.5,-35.46514,-41.86972,12.57,20.86,39.11,43.21
2012-04-20 07:30:00,1546,0.107,0.756,0.968,21.56,23.91,27.93,29.06,25.21,14.03569,-13.15439,12.52,20.86,39.07,43.2
2012-04-20 08:00:00,1547,0.108,0.754,0.968,23.89,24.07,27.71,28.85,28.81,54.0503,31.82702,12.48,20.89,39.02,43.19
2012-04-20 08:30:00,1548,0.109,0.752,0.967,26.74,24.76,27.52,28.69,31.71,93.34885,66.05676,12.45,20.95,38.98,43.18
2012-04-20 09:00:00,1549,0.11,0.75,0.966,29.75,25.78,27.38,28.49,34.61,129.5866,96.01059,12.39,21.01,38.95,43.17
2012-04-20 09:30:00,1550,0.112,0.749,0.966,32.88,27.12,27.34,28.3,36.99,169.8125,126.7768,12.32,21.08,38.93,43.16
2012-04-20 10:00:00,1551,0.114,0.749,0.966,35.79,28.6,27.41,28.16,38.33,174.3238,139.2249,12.39,21.16,38.92,43.16
2012-04-20 10:30:00,1552,0.116,0.75,0.965,38.76,30.28,27.57,28.01,39.37,167.0808,159.6858,12.39,21.24,38.94,43.15
2012-04-20 11:00:00,1553,0.117,0.751,0.965,40.63,31.91,27.81,27.9,40.28,233.3223,142.9893,12.38,21.32,38.97,43.14
2012-04-20 11:30:00,1554,0.119,0.753,0.965,42.73,33.25,28.16,27.83,40.58,244.5238,169.6228,12.38,21.36,39.01,43.14
2012-04-20 12:00:00,1555,0.12,0.756,0.964,45.53,34.9,28.51,27.74,41.52,250.924,183.4102,12.4,21.44,39.07,43.13
2012-04-20 12:30:00,1556,0.122,0.759,0.964,47.66,36.51,28.97,27.75,43.32,249.6866,184.8596,12.37,21.52,39.14,43.13
2012-04-20 13:00:00,1557,0.124,0.763,0.964,49.47,38.06,29.55,27.87,45.12,252.6878,183.2209,12.42,21.58,39.22,43.13
2012-04-20 13:30:00,1558,0.125,0.767,0.965,50.8,39.42,30.14,28,46.77,239.4926,174.0131,12.42,21.64,39.3,43.14
2012-04-20 14:00:00,1559,0.126,0.772,0.965,51.63,40.67,30.71,28.15,47.66,213.5089,159.7926,12.41,21.68,39.39,43.14
2012-04-20 14:30:00,1560,0.127,0.777,0.965,51.92,41.65,31.33,28.35,47.9,186.2829,143.4733,12.41,21.71,39.49,43.15
2012-04-20 15:00:00,1561,0.127,0.781,0.966,51.58,42.32,31.95,28.62,47.62,162.5073,119.5073,12.41,21.73,39.59,43.16
2012-04-20 15:30:00,1562,0.127,0.786,0.966,51.22,42.81,32.53,28.89,47.74,117.074,92.49104,12.36,21.73,39.68,43.17
2012-04-20 16:00:00,1563,0.127,0.79,0.967,50.19,43.1,33.12,29.27,47.26,101.6319,75.85975,12.39,21.72,39.77,43.18
2012-04-20 16:30:00,1564,0.127,0.795,0.968,49,43.03,33.7,29.62,46.33,75.92496,55.95668,12.41,21.7,39.86,43.2
2012-04-20 17:00:00,1565,0.126,0.798,0.969,47.54,42.88,34.18,30.04,44.41,47.25016,32.09137,12.42,21.67,39.93,43.21
2012-04-20 17:30:00,1566,0.125,0.801,0.969,45.89,42.48,34.56,30.39,43.31,21.51312,11.54031,12.43,21.63,39.99,43.23
2012-04-20 18:00:00,1567,0.124,0.804,0.97,43.9,41.73,35.02,30.79,41.52,-12.15003,-12.72195,12.43,21.59,40.05,43.24
2012-04-20 18:30:00,1568,0.123,0.806,0.971,41.58,40.77,35.47,31.28,38.06,-63.75535,-39.7988,12.39,21.53,40.09,43.25
2012-04-20 19:00:00,1569,0.121,0.808,0.972,39.06,39.73,35.56,31.63,35.05,-73.85886,-52.68654,12.45,21.47,40.13,43.27
2012-04-20 19:30:00,1570,0.12,0.808,0.972,36.9,38.57,35.58,31.9,32.95,-78.11172,-59.84951,12.46,21.41,40.13,43.28
2012-04-20 20:00:00,1571,0.118,0.809,0.973,35.1,37.46,35.56,32.06,30.93,-85.76294,-64.06338,12.47,21.36,40.14,43.29
2012-04-20 20:30:00,1572,0.117,0.809,0.973,33.55,36.41,35.43,32.25,28.95,-86.48032,-65.66393,12.49,21.31,40.14,43.3
2012-04-20 21:00:00,1573,0.116,0.808,0.974,32.27,35.47,35.23,32.4,27.41,-85.89962,-65.81738,12.47,21.26,40.13,43.31
2012-04-20 21:30:00,1574,0.115,0.807,0.974,31.16,34.58,34.97,32.47,26.15,-82.00809,-63.89502,12.46,21.22,40.11,43.32
2012-04-20 22:00:00,1575,0.114,0.806,0.975,30.17,33.76,34.69,32.52,25.23,-81.86687,-63.80107,12.53,21.19,40.08,43.32
2012-04-20 22:30:00,1576,0.114,0.804,0.975,29.35,33.02,34.4,32.54,24.47,-80.75889,-63.03147,12.54,21.15,40.05,43.33
2012-04-20 23:00:00,1577,0.113,0.802,0.975,28.58,32.34,34.07,32.51,23.78,-79.33632,-61.91653,12.55,21.13,40.01,43.33
2012-04-20 23:30:00,1578,0.112,0.8,0.975,27.88,31.71,33.75,32.45,23.27,-76.62444,-60.47886,12.56,21.1,39.97,43.34
2012-04-21 00:00:00,1579,0.112,0.798,0.975,27.26,31.13,33.43,32.36,23.02,-74.51196,-59.01563,12.56,21.07,39.93,43.34
2012-04-21 00:30:00,1580,0.111,0.796,0.975,26.66,30.6,33.09,32.29,22.54,-75.18618,-58.21274,12.52,21.05,39.88,43.34
2012-04-21 01:00:00,1581,0.111,0.794,0.975,26.06,30.07,32.77,32.19,21.8,-76.26158,-58.71602,12.58,21.03,39.84,43.34
2012-04-21 01:30:00,1582,0.11,0.792,0.975,25.49,29.54,32.44,32.08,21.19,-76.02639,-58.41219,12.59,21.01,39.8,43.33
2012-04-21 02:00:00,1583,0.11,0.789,0.975,25.01,29.09,32.14,31.95,20.87,-74.15919,-57.62674,12.59,20.99,39.75,43.33
2012-04-21 02:30:00,1584,0.109,0.787,0.975,24.5,28.65,31.8,31.8,20.52,-74.42661,-57.17363,12.6,20.97,39.7,43.33
2012-04-21 03:00:00,1585,0.109,0.785,0.975,24.02,28.19,31.51,31.67,20.04,-75.06895,-57.23954,12.61,20.95,39.66,43.33
2012-04-21 03:30:00,1586,0.108,0.782,0.974,23.53,27.77,31.2,31.53,19.53,-74.38198,-56.63997,12.57,20.93,39.61,43.32
2012-04-21 04:00:00,1587,0.108,0.78,0.974,23.05,27.29,30.92,31.37,19.12,-74.39909,-56.71708,12.63,20.91,39.57,43.32
2012-04-21 04:30:00,1588,0.108,0.778,0.974,22.65,26.89,30.61,31.2,18.83,-74.58519,-56.59709,12.64,20.89,39.52,43.31
2012-04-21 05:00:00,1589,0.107,0.776,0.974,22.25,26.53,30.33,31.05,18.37,-74.44241,-56.3103,12.65,20.88,39.47,43.3
2012-04-21 05:30:00,1590,0.107,0.773,0.973,21.84,26.12,30.06,30.89,18.2,-73.72759,-55.67556,12.65,20.86,39.43,43.3
2012-04-21 06:00:00,1591,0.107,0.771,0.973,21.48,25.81,29.75,30.72,17.9,-72.72883,-55.25158,12.66,20.85,39.38,43.29
2012-04-21 06:30:00,1592,0.106,0.77,0.973,21.24,25.44,29.46,30.54,17.84,-61.67761,-49.09855,12.6,20.83,39.35,43.29
2012-04-21 07:00:00,1593,0.106,0.768,0.973,21.29,25.01,29.24,30.37,20.98,-37.73743,-42.37556,12.63,20.82,39.31,43.29
2012-04-21 07:30:00,1594,0.106,0.765,0.972,22.35,24.79,28.96,30.13,25.88,13.4109,-12.33786,12.58,20.83,39.26,43.28
2012-04-21 08:00:00,1595,0.107,0.763,0.972,24.67,24.96,28.72,29.89,29.26,51.19493,30.89634,12.54,20.86,39.21,43.27
2012-04-21 08:30:00,1596,0.108,0.761,0.971,27.48,25.65,28.52,29.74,32.17,89.70959,64.16562,12.52,20.91,39.17,43.26
2012-04-21 09:00:00,1597,0.11,0.759,0.971,30.48,26.67,28.4,29.54,35,127.3324,94.3914,12.49,20.97,39.13,43.25
2012-04-21 09:30:00,1598,0.111,0.758,0.97,33.58,28,28.33,29.34,37.28,169.9517,125.8995,12.43,21.05,39.11,43.24
2012-04-21 10:00:00,1599,0.113,0.758,0.97,36.65,29.45,28.38,29.14,39.01,185.7196,142.4542,12.47,21.12,39.11,43.23
2012-04-21 10:30:00,1600,0.115,0.758,0.969,39.66,31.23,28.51,28.99,40.25,168.4184,159.175,12.42,21.2,39.12,43.23
2012-04-21 11:00:00,1601,0.117,0.76,0.969,41.54,32.87,28.78,28.88,41.53,238.2057,140.4221,12.45,21.28,39.15,43.22
2012-04-21 11:30:00,1602,0.118,0.762,0.969,43.62,34.16,29.07,28.75,42.19,256.4128,172.1805,12.44,21.32,39.19,43.21
2012-04-21 12:00:00,1603,0.12,0.765,0.968,46.53,35.84,29.43,28.66,43.25,257.7009,185.3837,12.43,21.4,39.24,43.21
2012-04-21 12:30:00,1604,0.121,0.768,0.968,48.8,37.52,29.94,28.73,45.11,259.9082,189.2235,12.39,21.48,39.31,43.21
2012-04-21 13:00:00,1605,0.123,0.771,0.968,50.63,39.07,30.47,28.79,47,257.8887,185.3335,12.43,21.55,39.39,43.21
2012-04-21 13:30:00,1606,0.124,0.776,0.969,51.94,40.41,31.09,28.92,48.86,239.8774,176.3613,12.42,21.6,39.47,43.21
2012-04-21 14:00:00,1607,0.125,0.78,0.969,52.82,41.64,31.68,29.07,50.2,218.0633,164.5363,12.42,21.65,39.56,43.22
2012-04-21 14:30:00,1608,0.126,0.785,0.969,53.13,42.71,32.32,29.31,50.3,192.556,145.0501,12.41,21.68,39.66,43.22
2012-04-21 15:00:00,1609,0.127,0.789,0.97,53.19,43.55,32.95,29.58,50.26,179.1956,130.3104,12.41,21.7,39.75,43.23
2012-04-21 15:30:00,1610,0.127,0.794,0.97,52.92,44.18,33.53,29.87,49.72,128.9236,102.7969,12.35,21.7,39.85,43.24
2012-04-21 16:00:00,1611,0.127,0.798,0.971,51.96,44.48,34.13,30.21,48.99,109.5974,83.52384,12.42,21.7,39.93,43.25
2012-04-21 16:30:00,1612,0.126,0.803,0.972,50.83,44.5,34.74,30.6,47.95,82.29588,61.75127,12.42,21.68,40.02,43.27
2012-04-21 17:00:00,1613,0.125,0.806,0.972,49.47,44.42,35.21,30.98,46.51,50.197,38.48624,12.42,21.65,40.09,43.28
2012-04-21 17:30:00,1614,0.125,0.81,0.973,47.85,44.08,35.62,31.34,45.49,30.42267,17.59793,12.43,21.61,40.16,43.29
2012-04-21 18:00:00,1615,0.123,0.812,0.974,45.81,43.33,36.09,31.72,43.78,-4.55914,-8.025612,12.44,21.57,40.21,43.31
2012-04-21 18:30:00,1616,0.122,0.815,0.975,43.5,42.34,36.58,32.25,40.54,-59.84566,-36.65007,12.4,21.52,40.26,43.32
2012-04-21 19:00:00,1617,0.121,0.816,0.975,40.86,41.28,36.75,32.61,37.47,-74.6923,-51.97486,12.45,21.46,40.3,43.34
2012-04-21 19:30:00,1618,0.119,0.817,0.976,38.53,40.09,36.75,32.91,34.86,-82.67662,-61.21278,12.44,21.39,40.3,43.34
2012-04-21 20:00:00,1619,0.118,0.817,0.976,36.63,38.93,36.72,33.09,32.69,-84.89644,-64.88597,12.48,21.34,40.31,43.36
2012-04-21 20:30:00,1620,0.117,0.817,0.977,35.03,37.85,36.63,33.28,30.52,-89.01966,-67.20824,12.49,21.29,40.31,43.37
2012-04-21 21:00:00,1621,0.116,0.817,0.977,33.63,36.84,36.42,33.43,28.68,-88.44121,-67.76588,12.51,21.24,40.3,43.38
2012-04-21 21:30:00,1622,0.115,0.816,0.978,32.45,35.93,36.17,33.53,27.4,-84.49306,-65.80088,12.47,21.2,40.28,43.38
2012-04-21 22:00:00,1623,0.114,0.815,0.978,31.42,35.05,35.87,33.56,26.34,-84.87197,-65.94009,12.53,21.16,40.26,43.39
2012-04-21 22:30:00,1624,0.113,0.813,0.978,30.51,34.27,35.57,33.58,25.54,-83.6578,-65.33178,12.54,21.13,40.22,43.39
2012-04-21 23:00:00,1625,0.112,0.811,0.979,29.71,33.59,35.25,33.56,24.88,-81.86279,-64.10457,12.55,21.1,40.19,43.4
2012-04-21 23:30:00,1626,0.112,0.809,0.979,28.99,32.93,34.93,33.52,24.32,-79.55572,-62.64013,12.56,21.07,40.15,43.4
2012-04-22 00:00:00,1627,0.111,0.807,0.979,28.34,32.32,34.58,33.45,23.89,-78.56657,-61.29728,12.57,21.04,40.11,43.4
2012-04-22 00:30:00,1628,0.111,0.805,0.979,27.7,31.73,34.23,33.34,23.32,-76.35116,-59.3433,12.53,21.02,40.06,43.4
2012-04-22 01:00:00,1629,0.11,0.803,0.979,27.11,31.19,33.91,33.24,22.81,-76.95812,-59.41612,12.59,21,40.02,43.4
2012-04-22 01:30:00,1630,0.11,0.8,0.979,26.61,30.67,33.58,33.14,22.39,-74.89758,-58.39218,12.6,20.98,39.97,43.4
2012-04-22 02:00:00,1631,0.109,0.798,0.979,26.18,30.22,33.26,32.98,22.3,-72.91573,-56.71864,12.6,20.96,39.93,43.4
2012-04-22 02:30:00,1632,0.109,0.796,0.978,25.7,29.73,32.96,32.87,21.93,-73.68955,-56.56251,12.61,20.94,39.88,43.39
